Product_Name,MicroCenter_SKU,BestBuy_SKU,GameStop_SKU,Adorama_SKU
Sapphire Technology AMD Radeon RX 6900 XT Toxic OC Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,269720.0,,,
PowerColor AMD Radeon RX 6600 XT Hellhound OC 8GB GDDR6 PCIe 4.0 Graphics Card,306472.0,,,
MSI NVIDIA GeForce RTX 3060 Ti Ventus 3X OC 8GB GDDR6 PCIe 4.0 Graphics Card,304592.0,,,
ASUS NVIDIA GeForce RTX 3070 Ti TUF Gaming OC 8GB GDDR6X PCIe 4.0 Graphics Card,283176.0,,,AS90YV0GYMAA
PowerColor AMD Radeon RX 6800 XT Liquid Devil 16GB GDDR6 PCIe 4.0 Graphics Card,239202.0,,,
ASUS GeForce GT 710 Low Profile Passive 2GB GDDR5 PCIe Graphics Card,360297.0,,,
MSI NVIDIA GeForce RTX 3060 Gaming X Trio OC 12GB GDDR6 PCIe 4.0 Graphics Card,234807.0,,314686.0,
ASUS AMD Radeon RX 6900 XT TUF Gaming OC 16GB GDDR6 PCIe 4.0 Graphics Card,217331.0,,,
PowerColor AMD Radeon RX 6600 XT Fighter 8GB GDDR6 PCIe 4.0 Graphics Card,309443.0,,,
MSI NVIDIA GeForce GT 730 N730K 4GD3/OCV1 OC 4GB DDR3 PCIe 2.0 Graphics Card,289488.0,,314671.0,
MSI NVIDIA GeForce 210 N210 MD1G/D3 1GB DDR3 PCIe 2.0 Graphics Card,287391.0,,,
Visiontek SFF Radeon 7750 2GB GDDR5 PCIe 3.0 Graphics Card,10199.0,,,
MSI NVIDIA GeForce GT 1030 2GD4 LP OC 2GB GDDR4 PCIe 3.0 Graphics Card,251686.0,,,
MSI GeForce GTX 1660 Super Ventus XS OC 6GB GDDR6 PCIe 3.0 Graphics Card,42036.0,,314681.0,
Visiontek Radeon RX 560 4GB GDDR5 PCIe 3.0 Graphics Card,60939.0,,,
Visiontek Radeon HD 5450 Low Profile Passive Cooled 1GB DDR3 PCIe 2.1 Graphics Card,10207.0,,,
MSI NVIDIA GeForce RTX 3060 Ti Gaming Z Trio  8GB GDDR6 PCIe 4.0 Graphics Card,313999.0,,,
MSI Radeon RX 5700 XT Gaming X 8GB GDDR6 PCIe 4.0 Graphics Card,42135.0,,,
MSI AMD Radeon RX 6600 XT Mech 2X OC 8GB GDDR6 PCIe 4.0 Graphics Card,308304.0,,,
Visiontek Radeon HD 5450 Low Profile Passive Cooled 2GB DDR3 PCIe 2.1 Graphics Card,10223.0,,,
MSI GeForce GT 710 Low Profile Passive Cooled 1GB DDR3 PCIe 2.0 Graphics Card,963231.0,,,
Sapphire Technology Radeon RX 5700 XT NITRO+ OC 8GB GDDR6 PCIe 4.0 Graphics Card,998559.0,,,
PowerColor AMD Radeon RX 6600 XT Red Devil 8GB GDDR6 PCIe 4.0 Graphics Card,309641.0,,,
ASUS GeForce GT 1030 Passive 2GB GDDR5 PCIe Graphics Card,329623.0,,,
ASUS GeForce GT 710 Passive Cooled 2GB GDDR5 PCIe 2.0 Graphics Card,154088.0,,,
Visiontek Radeon HD 7750 Low Profile 2GB GDDR5 PCIe 3.0 Graphics Card,10124.0,,,
PowerColor AMD Radeon RX 6700 XT Hellhound Spectral  12GB GDDR6 PCIe 4.0 Graphics Card,280016.0,,,
MSI NVIDIA GeForce RTX 3070 SUPRIM X  8GB GDDR6 PCIe 4.0 Graphics Card,310169.0,,242879.0,
MSI GeForce RTX 3080 Ventus 3X OC 10GB GDDR6X PCIe 4.0 Graphics Card,172973.0,,,
EVGA NVIDIA GeForce RTX 3080 FTW3 Ultra Gaming 10GB GDDR6X PCIe 4.0 Graphics Card,294058.0,,310451.0,EV1GP53897KL
MSI GeForce GT 710 Low Profile Passive Cooled 2GB DDR3 PCIe 3.0 Graphics Card,963264.0,,314675.0,
ASUS NVIDIA GeForce RTX 3080 TUF Gaming V2 OC 10GB GDDR6X PCIe 4.0 Graphics Card,299594.0,,226285.0,ASRTX3080V2
MSI NVIDIA GeForce RTX 3060 Gaming Z Trio OC 12GB GDDR6 PCIe 4.0 Graphics Card,322289.0,,,
EVGA GeForce RTX 3080 FTW3 Ultra Gaming 10GB GDDR6X PCIe 4.0 Graphics Card,173013.0,,,EV1GP53897KL
PowerColor AMD Radeon RX 6700 XT Hellhound 12GB GDDR6 PCIe 4.0 Graphics Card,247932.0,,,
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus 12GB GDDR6 PCIe 4.0 Graphics Card (Refurbished),309765.0,,,
MSI NVIDIA GeForce GT 1030 LP OC 2GB GDDR5 PCIe 3.0 Graphics Card,234872.0,,,
ASUS Radeon RX 5700 XT ROG Strix OC 8GB GDDR6 PCIe 4.0 Graphics Card,70995.0,,,ASRSRX57XTO8
ASUS GeForce RTX 3070 Dual OC 8GB GDDR6 PCIe 4.0 Graphics Card,196279.0,,,
ASUS NVIDIA GeForce RTX 2060 ROG Strix EVO V2 Gaming 6GB GDDR6 PCIe 3.0 Graphics Card,282210.0,,,
Gigabyte GeForce RTX 2060 OC 6GB GDDR6 PCIe 3.0 Graphics Card,925362.0,,,
PowerColor AMD Radeon RX 6800 Fighter OC 16GB GDDR6 PCIe 4.0 Graphics Card,217729.0,,,
Sapphire Technology Radeon RX 5700 XT Pulse OC 8GB GDDR6 PCIe 4.0 Graphics Card,978486.0,,,
ASUS NVIDIA GeForce GT 730 Low Profile Passive Cooled 2GB GDDR5 PCIe 3.0 Graphics Card,324053.0,,,
ASUS GeForce RTX 3080 TUF Gaming OC 10GB GDDR6X PCIe 4.0 Graphics Card,173096.0,,,
ASUS GeForce GTX 1660 Super Advance ROG Strix OC 6GB GDDR6 PCIe 3.0 Graphics Card,71092.0,,,
MSI GeForce RTX 3070 Ventus 3X OC 8GB GDDR6 PCIe 4.0 Graphics Card,193326.0,,,
MSI NVIDIA GeForce GT 730 N730K 2GD3H/LPV1 Passive Cooled 2GB DDR3 PCIe 2.0 Graphics Card,289496.0,,,
Sapphire Technology AMD Radeon RX 6900 XT Toxic Gaming Limited Edition OC Hybrid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,324061.0,,,
MSI GeForce GTX 1660 Ti Ventus XS OC 6GB GDDR6 PCIe 3.0 Graphics Card,897280.0,,314677.0,
Sapphire Technology AMD Radeon RX 6700 XT Nitro Plus OC 12GB GDDR6 PCIe 4.0 Graphics Card (Refurbished),309781.0,,,
MSI Radeon RX 5500 XT Mech OC 8GB GDDR6 PCIe 4.0 Graphics Card,60996.0,,,
Gigabyte GeForce GT 1030 Low Profile 2GB GDDR5 PCIe 3.0 Graphics Card,329185.0,,,
MSI AMD Radeon RX 6700 XT Gaming X 12GB GDDR6 PCIe 4.0 Graphics Card,250043.0,,,
MSI NVIDIA GeForce GT 710 2GD3 LP 2GB DDR3 PCIe 2.0 Graphics Card,287227.0,,263326.0,
PowerColor AMD Radeon RX 6900 XT Liquid Devil OC Liquid Cooled 16GB GDDR6 PCIe 4.0 Graphics Card,239616.0,,,
EVGA NVIDIA GeForce RTX 3080 Ti 12GB GDDR6X Graphics Card,,,304749.0,MSIG38TGXT12
NVIDIA GeForce RTX 3090 FTW3 Ultra Gaming Graphics Card,,,252769.0,
EVGA NVIDIA GeForce GTX 1660 SUPER SC ULTRA 6GB GDDR6 PCIe 3.0 Graphics Card,,,310449.0,
NVIDIA GeForce RTX 3080 10 GB GDDR6X Suprim X Graphic Card,,,309410.0,
EVGA GeForce RTX 3060 Ti FTW3 8GB GDDR6 Gaming Graphics Card W/X17 Gaming Mouse,,,,EV08GP53667B
EVGA GeForce RTX 3080 Ti XC3 Ultra 12GB GDDR6X Gaming Graphics Card W/Keyboard,,,,EV12GP5395KA
EVGA GeForce RTX 3070 Ti XC3 Gaming 8GB GDDR6X Graphic Card,,,,EV8GP53785KL
ASUS TUF Gaming NVIDIA RTX 3080 V2 OC Edition 10GB GDDR6X Graphics Card W/Mouse,,,,ASRTX3080V2A
GeForce RTX 3070 XC3 Ultra 8GB GDDR6 Gaming Graphics Card With X17 Gaming Mouse,,,,EV08G5375KLA
PNY Technologies GeForce RTX 3060 12GB XLR8 Gaming Graphics Card ,,,,PNVC12DFXPPB
EVGA GeForce RTX 3070 Ti FTW3 Ultra Gaming 8GB GDDR6X Graphics Card W/X17 Mouse,,,,EV8GP53797KA
ASUS TUF Gaming NVIDIA GeForce RTX 3080 OC Edition 10GB GDDR6X Graphics Card,,,,ASTR3080O10G
EVGA GeForce RTX 3090 FTW3 U 24GB GDDR6X Graphics Card W/X17 Mouse,,,,EV24GP5987KB
EVGA GeForce RTX 3080 Ti FTW3 Gaming 12GB GDR6X Graphics Card W/X17 Gaming Mouse,,,,EV12G5396KRB
PNY Technologies GeForce RTX 3060 Ti 8GB XLR8 Gaming EPIC-X Graphics Card,,,,PNVCG8DFXPPB
PNY Technologies GeForce RTX 3080 10GB XLR8 EPIC-X Graphics Card ,,,,PNG30801TFXB
PNY Technologies GeForce RTX 3090 24GB XLR8 EPIC-X Graphics Card 2.7 Slot,,,,PNG309024TFB
EVGA GeForce RTX 3090 XC3 Ultra 24GB GDDR6X Graphics Card W/EVGA X1 Gaming Mouse,,,,EV24GP575KRA
PNY Technologies GeForce RTX 3080 10GB EPIC-X XLR8 Gaming Graphics Card,,,,PNV301TFXMPB
EVGA GeForce RTX 3090 FTW3 24GB GDDR6X Graphics Card W/Z15 Keyboard,,,,EV24GP5987KC
PNY Technologies GeForce RTX 3060 Ti 8GB UPRISING Gaming Graphics Card ,,,,PNVCG8DFMPB
ZOTAC GAMING GeForce RTX 2060 6GB GDDR6 Graphics Card,,,,ZTT20600F10M
PNY Technologies GeForce RTX 3070 8GB Graphics Card ,,,,PNG30708DFMB
Bosch NVIDIA Quadro 4000 Graphics Card 2GB,,,,BHMHWAWGCQ40
Bosch NVIDIA Quadro 2000 Graphics Card 1GB,,,,BHMHWAWGCQ2
Bosch NVIDIA Workstation Quadro FX 1800 PCIe Graphic Card 768 MB,,,,BHMHWAWGCFX1
